Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01509E+12,42244,42204,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Currency; Jewelry & Watches,0,Deny
2.01509E+12,42254,42238,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,25,Settle
2.01509E+12,42255,42232,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,263.55,Settle
2.01509E+12,42256,42249,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2.01509E+12,42257,42250,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Currency; Medical/Science,0,Deny
2.01509E+12,42258,42221,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses; Baggage/Cases/Purses,89.3,Settle
2.01509E+12,42258,42240,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2.01509E+12,42258,42257,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Electronics,370,Settle
2.01509E+12,42261,42250,BWI,Baltimore/Washington Intl Thurgood Marshall,Condor Air,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
2.0151E+12,42263,42207,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor; Jewelry & Watches,0,Deny
2.01509E+12,42270,41528,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,40.99,Settle
2.0151E+12,42271,42240,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Audio/Video,85.2,Settle
2.0151E+12,42278,42202,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.0151E+12,42279,42275,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.0151E+12,42282,42257,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Property Damage,Checkpoint,Medical/Science,219.25,Settle
2.0151E+12,42284,42245,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,129,Settle
2.0151E+12,42285,42278,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Household Items,0,Deny
2.0151E+12,42285,42039,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies; Tools & Home Improvement Supplies,0,Deny
2.01511E+12,42292,42270,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,253.34,Settle
2.01511E+12,42292,42286,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
2.01511E+12,42293,42285,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Electronics,299,Approve in Full
2.01511E+12,42293,42265,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01511E+12,42296,42285,BWI,Baltimore/Washington Intl Thurgood Marshall,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01511E+12,42297,42271,BWI,Baltimore/Washington Intl Thurgood Marshall,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,37,Settle
2.01511E+12,42299,42285,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Personal Electronics,-,-
2.01511E+12,42303,42288,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01511E+12,42303,42288,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,75,Settle
2.01511E+12,42310,42309,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01511E+12,42310,42310,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01511E+12,42310,42272,BWI,Baltimore/Washington Intl Thurgood Marshall,British Airways  ,Passenger Property Loss,Checkpoint,Cameras; Cameras; Cameras; Cameras; Cameras,0,Deny
2.01511E+12,42313,42294,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01511E+12,42317,42293,BWI,Baltimore/Washington Intl Thurgood Marshall,-,Property Damage,Checkpoint,Computer & Accessories,650,Settle
2.01512E+12,42320,42271,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01511E+12,42320,42046,BWI,Baltimore/Washington Intl Thurgood Marshall,American Eagle  ,Property Damage,Checked Baggage,Personal Electronics,-,-
2.01512E+12,42327,42317,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,138.95,Settle
2.01512E+12,42345,42326,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01512E+12,42345,42342,BWI,Baltimore/Washington Intl Thurgood Marshall,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,15.85,Settle
2.01601E+12,42366,42361,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2.01508E+12,42237,42140,BZN,Bozeman Yellowstone International Airport,-,Passenger Property Loss,Checkpoint,Sporting Equipment & Supplies,-,-
2.01503E+12,42087,41906,CAE,Columbia Metropolitan,-,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01506E+12,42165,42148,CAE,Columbia Metropolitan,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,80,Approve in Full
2.01507E+12,42193,42179,CAE,Columbia Metropolitan,-,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
2.01512E+12,42339,42291,CAE,Columbia Metropolitan,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01601E+12,42368,42356,CAE,Columbia Metropolitan,American Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming; Food & Drink,-,-
2.01502E+12,42039,42002,CAK,Akron-Canton Regional,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01502E+12,42048,42027,CAK,Akron-Canton Regional,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01505E+12,42123,42118,CAK,Akron-Canton Regional,USAir  ,Property Damage,Checkpoint,-,129.99,Approve in Full
2.01506E+12,42163,42149,CAK,Akron-Canton Regional,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
2.01507E+12,42205,42194,CAK,Akron-Canton Regional,-,Passenger Property Loss,Checked Baggage,Food & Drink,13,Approve in Full
2.01508E+12,42209,42194,CAK,Akron-Canton Regional,Southeast Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
2.0151E+12,42286,42279,CAK,Akron-Canton Regional,UAL  ,Property Damage,Checked Baggage,Home Decor; Home Decor,100,Settle
2.01511E+12,42291,42038,CAK,Akron-Canton Regional,-,Passenger Property Loss,Checked Baggage,Clothing,80,Settle
2.01511E+12,42297,42260,CAK,Akron-Canton Regional,USAir  ,Property Damage,Checkpoint,Personal Accessories,294.99,Approve in Full
2.01503E+12,42090,41995,CDC,Cedar City Municipal,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01505E+12,42145,42130,CHA,Chattanooga Metropolitan,USAir  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01506E+12,42148,42145,CHA,Chattanooga Metropolitan,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,40,Approve in Full
2.01505E+12,42150,42096,CHA,Chattanooga Metropolitan,USAir  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01506E+12,42164,42006,CHA,Chattanooga Metropolitan,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01501E+12,42027,41983,CHS,Charleston International,Jet Blue,Property Damage,Checkpoint,Personal Accessories,284.05,Settle
2.01501E+12,42031,42008,CHS,Charleston International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,69.3,Approve in Full
2.01502E+12,42041,42037,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01503E+12,42073,42056,CHS,Charleston International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01503E+12,42080,42066,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,9.99,Approve in Full
2.01504E+12,42095,42087,CHS,Charleston International,Southwest Airlines  ,Passenger Property Loss,-,-,0,Deny
2.01504E+12,42096,41886,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01504E+12,42107,42105,CHS,Charleston International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,105,Approve in Full
2.01504E+12,42111,42102,CHS,Charleston International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Clothing,130.69,Approve in Full
2.01504E+12,42121,42086,CHS,Charleston International,USAir  ,Property Damage,Checkpoint,Baggage/Cases/Purses,53.99,Approve in Full
2.01505E+12,42143,42142,CHS,Charleston International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,99,Approve in Full
2.01506E+12,42152,42148,CHS,Charleston International,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2.01506E+12,42153,42108,CHS,Charleston International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01506E+12,42153,42108,CHS,Charleston International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01506E+12,42166,42151,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2.01507E+12,42199,42099,CHS,Charleston International,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,65,Approve in Full
2.01507E+12,42199,42197,CHS,Charleston International,Southwest Airlines  ,Property Damage,Checked Baggage,Audio/Video; Food & Drink; Other,0,Deny
2.01508E+12,42236,42158,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
2.01508E+12,42237,42220,CHS,Charleston International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,14,Approve in Full
2.01509E+12,42244,42218,CHS,Charleston International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,149.95,Approve in Full
2.0151E+12,42261,42246,CHS,Charleston International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,29,Approve in Full
2.0151E+12,42263,42241,CHS,Charleston International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.0151E+12,42271,42197,CHS,Charleston International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.0151E+12,42284,42225,CHS,Charleston International,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,43.23,Approve in Full
2.01511E+12,42303,42294,CHS,Charleston International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01512E+12,42324,42322,CHS,Charleston International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01512E+12,42327,42279,CHS,Charleston International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
2.01512E+12,42331,42280,CHS,Charleston International,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01512E+12,42338,42335,CHS,Charleston International,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01512E+12,42354,42341,CHS,Charleston International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2.01601E+12,42367,42359,CHS,Charleston International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,-,-
2.01503E+12,42093,42069,CID,Eastern Iowa,American Eagle  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01507E+12,42181,42177,CID,Eastern Iowa,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink; Other,150,Approve in Full
2.01507E+12,42186,41862,CID,Eastern Iowa,Allegiant Air,Passenger Property Loss,Checkpoint,Currency,20,Approve in Full
2.0151E+12,42277,42250,CID,Eastern Iowa,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,100,Approve in Full
2.01504E+12,42095,42087,CKB,Harrison Marion Regional,Silverjet,Property Damage,Checked Baggage,Baggage/Cases/Purses,200,Approve in Full
2.01505E+12,42143,42138,CKB,Harrison Marion Regional,Silverjet,-,Checkpoint,Cosmetics & Grooming,690.15,Approve in Full
2.01506E+12,42160,42128,CKB,Harrison Marion Regional,Silverjet,Passenger Property Loss,Checked Baggage,-,-,-
2.01501E+12,42009,41971,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
2.01501E+12,42016,42003,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
2.01501E+12,42017,41999,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
2.01501E+12,42020,42016,CLE,Cleveland Hopkins International,USAir  ,Property Damage,Checkpoint,Other,0,Deny
2.01501E+12,42032,41987,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
2.01501E+12,42033,42009,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01501E+12,42033,42010,CLE,Cleveland Hopkins International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,74.73,Approve in Full
2.01502E+12,42037,42022,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01502E+12,42038,42032,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Other; Other,0,Deny
2.01502E+12,42039,42017,CLE,Cleveland Hopkins International,USAir  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01502E+12,42044,42042,CLE,Cleveland Hopkins International,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.01502E+12,42062,42039,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
2.01503E+12,42067,41932,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Clothing,105,Approve in Full
2.01503E+12,42067,42043,CLE,Cleveland Hopkins International,USAir  ,Property Damage,Checkpoint,Personal Accessories,152.92,Settle
2.01503E+12,42072,42049,CLE,Cleveland Hopkins International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
2.01503E+12,42079,42048,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,400,Settle
2.01503E+12,42081,42055,CLE,Cleveland Hopkins International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01503E+12,42089,42074,CLE,Cleveland Hopkins International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,0,Deny
2.01504E+12,42094,42060,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checkpoint,Personal Electronics,755.56,Settle
2.01504E+12,42107,42093,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,-,0,Deny
2.01504E+12,42114,42084,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,"Books, Magazines & Other; Tools & Home Improvement Supplies",0,Deny
2.01505E+12,42124,42004,CLE,Cleveland Hopkins International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01505E+12,42129,42004,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,Other,0,Deny
2.01505E+12,42135,42129,CLE,Cleveland Hopkins International,Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,0,Deny
2.01506E+12,42152,42138,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,404.06,Approve in Full
2.01506E+12,42156,42114,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,Household Items,0,Deny
2.01506E+12,42163,42137,CLE,Cleveland Hopkins International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,0,Deny
2.01507E+12,42184,42179,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01507E+12,42186,42165,CLE,Cleveland Hopkins International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2.01507E+12,42191,42188,CLE,Cleveland Hopkins International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2.01507E+12,42191,42180,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01507E+12,42198,42173,CLE,Cleveland Hopkins International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,11,Approve in Full
2.01508E+12,42208,42176,CLE,Cleveland Hopkins International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,98.54,Approve in Full
2.01508E+12,42213,42209,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,220,Approve in Full
2.01411E+12,42219,41928,CLE,Cleveland Hopkins International,Frontier Airlines,Personal Injury,Checkpoint,-,-,-
2.01508E+12,42219,42219,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01508E+12,42219,42205,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,70,Approve in Full
2.01508E+12,42222,42202,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checkpoint,Home Decor; Other; Other,425,Approve in Full
2.01508E+12,42222,42136,CLE,Cleveland Hopkins International,Jet Blue,Property Damage,Checked Baggage,Computer & Accessories,741.8,Approve in Full
2.01508E+12,42228,42193,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,Audio/Video,0,Deny
2.01508E+12,42235,42224,CLE,Cleveland Hopkins International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,59,Approve in Full
2.01508E+12,42237,42228,CLE,Cleveland Hopkins International,-,Passenger Property Loss,Checkpoint,Other; Other,-,-
2.01508E+12,42240,42226,CLE,Cleveland Hopkins International,Frontier Airlines,Property Damage,Checked Baggage,Home Decor,0,Deny
2.01509E+12,42244,42218,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics; Personal Electronics,0,Deny
2.01509E+12,42248,42245,CLE,Cleveland Hopkins International,UAL  ,Property Damage,Checked Baggage,Household Items,0,Deny
2.01509E+12,42248,42247,CLE,Cleveland Hopkins International,USAir  ,Property Damage,Checked Baggage,Personal Electronics,174.01,Approve in Full
2.01509E+12,42248,42225,CLE,Cleveland Hopkins International,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,50,Settle
2.0151E+12,42268,42267,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",20,Approve in Full
2.0151E+12,42276,42274,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,37.44,Approve in Full
2.0151E+12,42277,42262,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.0151E+12,42285,42275,CLE,Cleveland Hopkins International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.01511E+12,42293,42276,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2.01511E+12,42298,42218,CLE,Cleveland Hopkins International,-,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01511E+12,42305,42286,CLE,Cleveland Hopkins International,-,Property Damage,Checked Baggage,Toys & Games,0,Deny
2.01511E+12,42310,42262,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches; Jewelry & Watches,0,Deny
2.01511E+12,42311,42292,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
2.01511E+12,42320,42295,CLE,Cleveland Hopkins International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01512E+12,42320,42301,CLE,Cleveland Hopkins International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01601E+12,42320,42301,CLE,Cleveland Hopkins International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01512E+12,42324,42300,CLE,Cleveland Hopkins International,UAL  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01511E+12,42331,42272,CLE,Cleveland Hopkins International,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Medical/Science,676.67,Approve in Full
2.01512E+12,42338,42304,CLE,Cleveland Hopkins International,Frontier Airlines,Property Damage,Checkpoint,Personal Accessories,-,-
2.01512E+12,42341,42314,CLE,Cleveland Hopkins International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,6.97,Approve in Full
2.0151E+12,42275,42264,CLL,"Easterwood/College Station, TX",UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01501E+12,42009,42003,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01501E+12,42013,41976,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2.01501E+12,42013,42007,CLT,Charlotte/Douglas International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01501E+12,42017,42014,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
2.01501E+12,42017,42000,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01501E+12,42018,42007,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Accessories,70,Settle
2.01501E+12,42019,41976,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,-,95,Approve in Full
2.01501E+12,42020,42001,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checkpoint,Home Decor,50,Approve in Full
2.01501E+12,42024,42009,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checkpoint,Travel Accessories,21.2,Approve in Full
2.01501E+12,42025,42001,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01501E+12,42025,42000,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Personal Electronics,94.95,Approve in Full
2.01501E+12,42031,42027,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,-,96,Settle
2.01501E+12,42032,42009,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01502E+12,42060,41613,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Medical/Science,0,Deny
2.01502E+12,42060,41880,CLT,Charlotte/Douglas International Airport,American Airlines  ,Property Damage,Checkpoint,Other,79.99,Approve in Full
2.01502E+12,42062,42041,CLT,Charlotte/Douglas International Airport,Allegiant Air,Property Damage,Checked Baggage,Clothing,50,Approve in Full
2.01503E+12,42066,42054,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checkpoint,Computer & Accessories,750,Settle
2.01503E+12,42066,42056,CLT,Charlotte/Douglas International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01503E+12,42075,42065,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01503E+12,42075,42051,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
2.01412E+12,42076,41730,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Personal Injury,Checkpoint,Cosmetics & Grooming,-,-
2.01503E+12,42080,42071,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
2.01503E+12,42080,42074,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01503E+12,42093,42074,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,"Books, Magazines & Other",0,Deny
2.01503E+12,42094,42086,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,0,Deny
2.01504E+12,42111,42042,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Medical/Science,0,Deny
2.01504E+12,42111,41801,CLT,Charlotte/Douglas International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01505E+12,42132,42117,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,302,Approve in Full
2.01505E+12,42135,42119,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Other,0,Deny
2.01505E+12,42138,42108,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Jewelry & Watches,0,Deny
2.01505E+12,42144,42125,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
2.01506E+12,42151,42147,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
