Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01506E+12,42166,42166,MSY,New Orleans International,USAir  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2.01506E+12,42170,42169,MSY,New Orleans International,Allegiant Air,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01506E+12,42173,42168,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01506E+12,42178,42133,MSY,New Orleans International,Jet Blue,Passenger Property Loss,Checkpoint,Computer & Accessories,1700,Settle
2.01506E+12,42178,42161,MSY,New Orleans International,Delta Air Lines  ,Complaint,Checkpoint,Personal Accessories,-,-
2.01507E+12,42180,42180,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Accessories,439.96,Approve in Full
2.01507E+12,42185,42150,MSY,New Orleans International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,127.31,Approve in Full
2.01507E+12,42187,42159,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01507E+12,42193,42161,MSY,New Orleans International,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink,0,Deny
2.01507E+12,42199,42168,MSY,New Orleans International,American Airlines  ,Property Damage,Checked Baggage,Other,162.41,Approve in Full
2.01507E+12,42205,42078,MSY,New Orleans International,Air Canada,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
2.01508E+12,42212,42209,MSY,New Orleans International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01507E+12,42214,42177,MSY,New Orleans International,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,95,Approve in Full
2.01508E+12,42215,42186,MSY,New Orleans International,UAL  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01508E+12,42220,42216,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checked Baggage,Travel Accessories,80.25,Approve in Full
2.01508E+12,42226,42221,MSY,New Orleans International,-,Property Damage,Checkpoint,Personal Electronics,55,Approve in Full
2.01508E+12,42234,42167,MSY,New Orleans International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01508E+12,42235,42219,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.5,Approve in Full
2.01508E+12,42235,42196,MSY,New Orleans International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,38.9,Approve in Full
2.01509E+12,42248,42224,MSY,New Orleans International,UAL  ,Passenger Property Loss,Checked Baggage,-,312,Approve in Full
2.01509E+12,42251,42225,MSY,New Orleans International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01509E+12,42255,42220,MSY,New Orleans International,Delta Air Lines  ,Property Damage,Checkpoint,Clothing,86.12,Settle
2.01509E+12,42255,42254,MSY,New Orleans International,UAL  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01509E+12,42258,42240,MSY,New Orleans International,USAir  ,Property Damage,Checked Baggage,Food & Drink,43,Approve in Full
2.01509E+12,42263,42230,MSY,New Orleans International,-,Property Damage,Checkpoint,Personal Accessories,-,-
2.0151E+12,42263,42247,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,517,Settle
2.0151E+12,42276,42270,MSY,New Orleans International,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01511E+12,42280,42268,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.0151E+12,42283,42273,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.0151E+12,42285,42267,MSY,New Orleans International,Air Canada,Passenger Property Loss,Checkpoint,Personal Accessories,135,Settle
2.0151E+12,42286,42274,MSY,New Orleans International,UAL  ,Property Damage,Checkpoint,Personal Accessories,0,Deny
2.01511E+12,42299,42293,MSY,New Orleans International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01511E+12,42300,42258,MSY,New Orleans International,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01511E+12,42303,42288,MSY,New Orleans International,Spirit Airlines,Passenger Property Loss,Checkpoint,Currency,-,-
2.01511E+12,42303,42162,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01511E+12,42307,42279,MSY,New Orleans International,-,Property Damage,Checked Baggage,Clothing,0,Deny
2.01512E+12,42324,42310,MSY,New Orleans International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,20,Approve in Full
2.01512E+12,42333,42314,MSY,New Orleans International,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01512E+12,42353,42323,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01512E+12,42353,42345,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,40,Approve in Full
2.01512E+12,42356,42328,MSY,New Orleans International,-,Property Damage,Checkpoint,Personal Accessories,-,-
2.01601E+12,42362,42352,MSY,New Orleans International,American Airlines  ,Property Damage,Checked Baggage,Other,5.42,Approve in Full
2.01601E+12,42366,42333,MSY,New Orleans International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01511E+12,42367,42299,MSY,New Orleans International,Southwest Airlines  ,Personal Injury,Checkpoint,-,-,-
2.01502E+12,42046,42004,MTJ,Montrose Regional Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,84.8,Approve in Full
2.01502E+12,42048,42035,MTJ,Montrose Regional Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,54.41,Settle
2.01503E+12,42074,42064,MTJ,Montrose Regional Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,50,Settle
2.01503E+12,42066,41883,MVY,Martha's Vineyard Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses,0,Deny
2.01506E+12,42173,42156,MVY,Martha's Vineyard Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Travel Accessories,0,Deny
2.01509E+12,42248,42139,MVY,Martha's Vineyard Airport,Jet Blue,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01509E+12,42250,42232,MVY,Martha's Vineyard Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,31.97,Approve in Full
2.01503E+12,42074,42058,MYR,Myrtle Beach International,USAir  ,Passenger Property Loss,Checked Baggage,Toys & Games,30,Approve in Full
2.01504E+12,42111,42098,MYR,Myrtle Beach International,Spirit Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01508E+12,42230,42149,MYR,Myrtle Beach International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,200,Approve in Full
2.01509E+12,42249,42225,MYR,Myrtle Beach International,Spirit Airlines,Passenger Property Loss,Checkpoint,Baggage/Cases/Purses,-,-
2.0151E+12,42268,42253,MYR,Myrtle Beach International,Westjet Airlines Ltd  ,Property Damage,Checkpoint,Home Decor,38.9,Approve in Full
2.01512E+12,42320,42252,MYR,Myrtle Beach International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,-,-
2.01512E+12,42346,42239,MYR,Myrtle Beach International,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01503E+12,42080,42037,OAJ," Albert J Ellis, Jacksonville",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Other; Other; Other; Other; Personal Electronics,0,Deny
2.01504E+12,42107,42015,OAJ," Albert J Ellis, Jacksonville",USAir  ,Property Damage,Checked Baggage,Computer & Accessories,500,Approve in Full
2.01506E+12,42160,42152,OAJ," Albert J Ellis, Jacksonville",Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.0151E+12,42271,42193,OAJ," Albert J Ellis, Jacksonville",Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,113.62,Approve in Full
2.01512E+12,42327,42291,OAJ," Albert J Ellis, Jacksonville",Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
2.01501E+12,42009,42007,OAK,Metropolitan Oakland International,Spirit Airlines,Property Damage,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Household Items,125,Settle
2.01501E+12,42011,41648,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,Other,49,Approve in Full
2.01501E+12,42013,42001,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Audio/Video; Travel Accessories,34.76,Approve in Full
2.01501E+12,42024,42023,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,-,80,Approve in Full
2.01501E+12,42024,42007,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny
2.01501E+12,42026,42012,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01501E+12,42026,41989,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01501E+12,42032,41928,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01502E+12,42036,42029,OAK,Metropolitan Oakland International,-,Passenger Property Loss,Checked Baggage,Clothing,88,Settle
2.01502E+12,42040,42019,OAK,Metropolitan Oakland International,-,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01502E+12,42045,42001,OAK,Metropolitan Oakland International,Jet Blue,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01502E+12,42045,42028,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,-,299.99,Approve in Full
2.01502E+12,42048,42028,OAK,Metropolitan Oakland International,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,149.39,Approve in Full
2.01502E+12,42048,41998,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,12.9,Approve in Full
2.01502E+12,42055,42041,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01503E+12,42072,42062,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,8.29,Approve in Full
2.01503E+12,42075,42071,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle
2.01503E+12,42079,42078,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01503E+12,42080,42078,OAK,Metropolitan Oakland International,Jet Blue,Property Damage,Checkpoint,Baggage/Cases/Purses,50,Approve in Full
2.01503E+12,42081,42052,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,Home Decor,100,Approve in Full
2.01503E+12,42090,42086,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,150,Settle
2.01503E+12,42093,42086,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink; Travel Accessories,50,Settle
2.01503E+12,42093,42079,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,129,Approve in Full
2.01504E+12,42095,42077,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.01504E+12,42100,42099,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing; Clothing; Food & Drink; Other,0,Deny
2.01504E+12,42102,42098,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,-,-,-
2.01504E+12,42108,42088,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,0,Deny
2.01504E+12,42110,42093,OAK,Metropolitan Oakland International,-,Passenger Property Loss,Checked Baggage,Clothing; Medical/Science; Travel Accessories,141,Settle
2.01504E+12,42114,41961,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,110,Settle
2.01504E+12,42116,42086,OAK,Metropolitan Oakland International,Allegiant Air,Property Damage,Checked Baggage,-,-,-
2.01505E+12,42121,42085,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,85,Settle
2.01505E+12,42129,42107,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,1867,Settle
2.01505E+12,42143,41416,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
2.01505E+12,42145,42028,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,1554.56,Approve in Full
2.01505E+12,42150,42089,OAK,Metropolitan Oakland International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01505E+12,42150,42115,OAK,Metropolitan Oakland International,Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,Clothing,0,Deny
2.01505E+12,42150,42133,OAK,Metropolitan Oakland International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01506E+12,42153,41710,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle
2.01506E+12,42153,42121,OAK,Metropolitan Oakland International,Republic Airways,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01506E+12,42157,42143,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01506E+12,42178,42124,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01507E+12,42180,42152,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,75,Settle
2.01506E+12,42184,42170,OAK,Metropolitan Oakland International,USAir  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01507E+12,42185,42175,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,152,Settle
2.01507E+12,42186,42186,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01507E+12,42186,42171,OAK,Metropolitan Oakland International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Personal Electronics,0,Deny
2.01507E+12,42188,42060,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Travel Accessories,0,Deny
2.01507E+12,42194,42152,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches,0,Deny
2.01507E+12,42195,42183,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,434,Approve in Full
2.01507E+12,42195,42191,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Home Decor,20,Approve in Full
2.01508E+12,42219,42190,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01508E+12,42219,42218,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items,0,Deny
2.01508E+12,42227,42214,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0,Deny
2.01509E+12,42256,42197,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.0151E+12,42258,42232,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,60,Approve in Full
2.01509E+12,42262,42214,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,0,Deny
2.01509E+12,42262,42227,OAK,Metropolitan Oakland International,Alaska Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.0151E+12,42265,42263,OAK,Metropolitan Oakland International,Allegiant Air,Passenger Property Loss,Checked Baggage,Personal Electronics,655.2,Settle
2.0151E+12,42268,42258,OAK,Metropolitan Oakland International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.0151E+12,42271,42233,OAK,Metropolitan Oakland International,Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,75,Approve in Full
2.0151E+12,42271,42260,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,17,Approve in Full
2.0151E+12,42272,42218,OAK,Metropolitan Oakland International,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,72.92,Approve in Full
2.0151E+12,42272,42262,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10,Approve in Full
2.0151E+12,42286,42271,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming; Cosmetics & Grooming,106,Approve in Full
2.0151E+12,42290,42285,OAK,Metropolitan Oakland International,USAir  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,0,Deny
2.01511E+12,42293,42229,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,300,Approve in Full
2.01511E+12,42296,42291,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.01511E+12,42303,42295,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Food & Drink,10,Approve in Full
2.01511E+12,42305,42272,OAK,Metropolitan Oakland International,Norwegian Airlines,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.0151E+12,42307,42280,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01511E+12,42311,42230,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01512E+12,42325,42316,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01512E+12,42331,42328,OAK,Metropolitan Oakland International,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01512E+12,42332,42326,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,0,Deny
2.01512E+12,42338,42320,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01501E+12,42339,41438,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01512E+12,42342,42318,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01512E+12,42345,42322,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,-,-
2.01512E+12,42347,42267,OAK,Metropolitan Oakland International,Alaska Airlines  ,Property Damage,Checkpoint,Personal Accessories,-,-
2.01512E+12,42354,42343,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,21.59,Approve in Full
2.01601E+12,42356,42345,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink,-,-
2.01512E+12,42359,42312,OAK,Metropolitan Oakland International,Alaska Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01501E+12,42017,42008,OGG,"Kahului-Maui, HI",Alaska Airlines  ,-,Checkpoint,Baggage/Cases/Purses,139.99,Approve in Full
2.01501E+12,42018,41969,OGG,"Kahului-Maui, HI",USAir  ,Passenger Property Loss,Checked Baggage,Clothing,48.76,Approve in Full
2.01501E+12,42020,41980,OGG,"Kahului-Maui, HI",American Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01501E+12,42024,42008,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checkpoint,-,0,Deny
2.01501E+12,42027,41911,OGG,"Kahului-Maui, HI",UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,0,Deny
2.01501E+12,42032,42030,OGG,"Kahului-Maui, HI",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items; Other,0,Deny
2.01501E+12,42032,42004,OGG,"Kahului-Maui, HI",Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,47.85,Approve in Full
2.01502E+12,42055,42029,OGG,"Kahului-Maui, HI",Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01502E+12,42059,42056,OGG,"Kahului-Maui, HI",Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01503E+12,42065,42062,OGG,"Kahului-Maui, HI",Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01503E+12,42073,42039,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01503E+12,42073,41958,OGG,"Kahului-Maui, HI",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,74.95,Approve in Full
2.01503E+12,42075,42046,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Property Damage,Checked Baggage,Home Decor,0,Deny
2.01503E+12,42082,42043,OGG,"Kahului-Maui, HI",-,Property Damage,Checkpoint,Home Decor,0,Deny
2.01503E+12,42083,42032,OGG,"Kahului-Maui, HI",Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01503E+12,42088,42080,OGG,"Kahului-Maui, HI",USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01504E+12,42110,42090,OGG,"Kahului-Maui, HI",UAL  ,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny
2.01504E+12,42115,42091,OGG,"Kahului-Maui, HI",American Airlines  ,Property Damage,Checkpoint,Personal Electronics,157.85,Settle
2.01505E+12,42131,42113,OGG,"Kahului-Maui, HI",UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2.01505E+12,42144,42115,OGG,"Kahului-Maui, HI",UAL  ,Property Damage,Checked Baggage,Audio/Video,-,-
2.01506E+12,42156,42029,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,15,Settle
2.01506E+12,42156,42152,OGG,"Kahului-Maui, HI",USAir  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01507E+12,42184,42062,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Property Damage,Checkpoint,Computer & Accessories; Medical/Science,-,-
2.01507E+12,42198,42154,OGG,"Kahului-Maui, HI",-,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01507E+12,42200,42166,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01507E+12,42200,42017,OGG,"Kahului-Maui, HI",Alaska Airlines  ,Property Damage,Checkpoint,Personal Electronics,85,Approve in Full
2.01508E+12,42213,42180,OGG,"Kahului-Maui, HI",USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01508E+12,42216,42183,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Property Damage,Checked Baggage,Other,36.59,Approve in Full
2.01508E+12,42237,42221,OGG,"Kahului-Maui, HI",Delta Air Lines  ,Property Damage,Checked Baggage,Toys & Games,74.96,Settle
2.01509E+12,42248,42243,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Office Equipment & Supplies; Other,0,Deny
2.01509E+12,42262,42248,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor,0,Deny
2.0151E+12,42272,42246,OGG,"Kahului-Maui, HI",Alaska Airlines  ,Property Damage,Checkpoint,Personal Accessories,40,Approve in Full
2.01511E+12,42293,42282,OGG,"Kahului-Maui, HI",UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Food & Drink,114.55,Approve in Full
2.01511E+12,42296,42131,OGG,"Kahului-Maui, HI",American Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,-,-
2.01511E+12,42296,42294,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,6.18,Approve in Full
2.01511E+12,42300,42297,OGG,"Kahului-Maui, HI",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01511E+12,42310,42294,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,45,Settle
2.01512E+12,42341,42318,OGG,"Kahului-Maui, HI",American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01512E+12,42353,42349,OGG,"Kahului-Maui, HI",Virgin America,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01512E+12,42356,42328,OGG,"Kahului-Maui, HI",Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Food & Drink; Other,-,-
2.01512E+12,42361,42322,OGG,"Kahului-Maui, HI",UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01512E+12,42361,42271,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Property Damage,Checked Baggage,Home Decor,-,-
2.01512E+12,42361,42062,OGG,"Kahului-Maui, HI",American Airlines  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01601E+12,42361,42332,OGG,"Kahului-Maui, HI",American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01502E+12,42038,42029,OKC,Will Rogers World,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing; Clothing; Clothing; Cosmetics & Grooming; Cosmetics & Grooming; Other; Other,0,Deny
2.01502E+12,42055,42019,OKC,Will Rogers World,Frontier Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,123.49,Settle
2.01502E+12,42061,41611,OKC,Will Rogers World,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,370,Approve in Full
2.01503E+12,42073,42016,OKC,Will Rogers World,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,10.95,Approve in Full
2.01504E+12,42122,42108,OKC,Will Rogers World,UAL  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01505E+12,42129,42095,OKC,Will Rogers World,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny
2.01505E+12,42132,42130,OKC,Will Rogers World,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01505E+12,42145,42107,OKC,Will Rogers World,American Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
